ArticleId,Headline,Description,Date
30,"8-year-old raped in Rajasthan's Jhunjhunu, neighbour held","An 8-year-old was raped by her neighbour, Karuva Sarki, a Kathmandu native, who had been living in a haveli in Ward No 8 of Jhunjhunu.He lured the child to his room with chocolate and raped her.The accused lived with his son and daughter-in-law, who were in Nepal at the time of the incident. His grandchildren, who also lived with him, were not at home.The victim was alone at home with her younger sister who was asleep and their parents had gone to work.The accused, who was called “dada” by the child, called the girl to his room where he raped her. Later, she told her mother about the incident, who then filed a case at the police station.Soon after, the accused was arrested from his place.A potency test was also done on the accused by a team of three doctors at the BDK Hospital.The accused, who admitted to the crime and asked for forgiveness, was produced in court and has been sent to judicial custody. Further investigation is underway.READ MORE: Patna: 22-year-old man shot dead, police suspect old enmityREAD MORE: South African national held with 3.9 kg heroin worth Rs 24 crore at Mumbai airportREAD MORE: Lucknow Police launches new app to curb crime and accidents | Details",2022-04-14
31,"Karnataka suicide case: Surjewala, Shivakumar held during protest against minister","Congress leaders Randeep Surjewala, DK Shivakumar and Siddaramaiah and other party workers were arrested on Thursday, April 14, for staging a protest, demanding the removal of KS Eshwarappa from the Karnataka government. They were first detained and later placed under arrest on the way to Karnataka CM Basavaraj Bommai’s residence where they planned to stage a massive agitation.ALSO READ | Eshwarappa to be sacked? BJP top brass to decide fate of 'corrupt' Karnataka ministerRural Development and Panchayati Raj minister KS Eshwarappa has been accused of corruption that allegedly led to the suicide of civil contractor Santosh Patil. Allegations of corruption against Eshwarappa gained steam after Patil was found dead in a lodge.Prima facie, it seems Patil killed himself. Before his death, Patil allegedly sent a WhatsApp message to his friends stating his intention to take his life and blaming Eshwarappa for the extreme step. Patil’s body was TAKEN TO HIS Belagavi home on Thursday after autopsy.WATCH | Contractor death case: Time for Bommai to focus on governance?In his WhatsApp message, Patil directly blamed Eshwarappa for his death. “Eshwarappa is responsible for my death. He has to be punished. I've suppressed all my desires and [am] doing this. I request PM, CM and Yediyurappa to take care of my family,” Patil purportedly wrote in the WhatsApp message.A few weeks ago, Patil wrote a letter addressed to Prime Minister Narendra Modi, in which he alleged that Eshwarappa had not cleared outstanding bills due to him. He accused the BJP leader of lies, corruption and irregularities, and urged PM Modi to direct Eshwarappa to settle his bills.WATCH | Karnataka contractor death case: BJP's skeletons out in the open? The Congress is now trying to corner the BJP-led government in the state over the issue. It alleged that Eshwarappa demanded 40% ‘cut-money’ for the contractual works in his department.Eshwarappa, however, has denied all the allegations and has maintained that he did not know Patil and had never even met him. Karnataka CM Basavaraj Bommai on Thursday said that an inquiry was being conducted but told the Congress that it had no ‘moral right’ to protest as there had been several murders under the Grand Old Party.Congress leader Nasir Hussain said that the party would approach the President of India if the Karnataka Government, PM Narendra Modi and Home Minister Amit Shah did not take steps to sack and arrest Eshwarappa.",2022-04-14
32,Khaane mein kya hai? Ranbir-Alia's wedding menu revealed,"In the next few hours, Ranbir Kapoor and Alia Bhatt will exchange wedding vows with each other. Ahead of their much-awaited wedding, IndiaToday.in has been bringing you exclusive details about the couple's wedding. And now we have exclusively got information about Ranbir and Alia's wedding food menu. A source close to the couple has divulged exclusive details about the food menu to IndiaToday.inThe source exclusively informed us that the food preparation is currently on. There are both veg and non-Veg food items for the guests at Ranbir and Alia's wedding. The vegetation menu includes dal makhni, rice, paneer tikka and chapati. On the other hand, the non-vegetarian menu includes chicken, mutton and tanoori food items. Our source also mentioned that special chefs have been called from Delhi for the food preparation.Meanwhile, Ranbir and Alia will be making their first appearance as husband and wife after 7pm today, April 14. This will be their first interaction with the media post marriage.",2022-04-14
33,"After Yash's KGF Chapter 2, will there be part 3? ","Yash's long-pending KGF: Chapter 2, directed by Prashanth Neel, graced the cinemas worldwide on April 14. The film has been receiving overwhelming responses from the critics and audiences alike. The post-credits scene shows that there's a sequel (KGF: Chapter 3) that's coming our way. After watching the film, many fans started trending the hashtag #KGF3 on Twitter.KGF: Chapter 2's shooting and release were postponed several times due to the novel coronavirus pandemic. However, the makers remained patient for over 3.5 years to complete the second part. Now, their wait has paid off as the film is receiving rave reviews.As KGF: Chapter 2 hit the screens today, the post-credits scene had a special surprise for fans. The scene hinted at a possible sequel and it was met with hoots and whistles in theatres across the globe. Soon, fans of Yash and KGF franchise started trending the hashtag #KGF3 on Twitter.Here are some reactions:#KGFChapter1 - Pan South film#KGFChapter2 - Pan India film#KGFChapter3 - Pan World filmBring it on! Soon in worldwide #KGF2 #PrashanthNeel#Yash #SanjayDutt #KGFreview#KGF2onApr14 #Salaarglimpse #Salaar #Prabhas #YashBOSS #KGF3 #KGFChapter2review #KGF2FDFS pic.twitter.com/oX77FZ5QCvWaiting #KGF3 @TheNameIsYashGoosebumps #KGFChapter2 pic.twitter.com/hitHsjEhAWKGF REVIEW#KGF1 : #KGF2 : #KGF3 : Loading... pic.twitter.com/xbV2Wgz3qYThe Way the shown hint for #KGF3 in end credits sceneLiterally Goosebumps vasthai #KGF2Can't Forgot This Moment #KGFChapter2 FDFS In @VettriTheatres !!! Waiting For #KGF3 pic.twitter.com/zbKRe8uXEVDirected by Prashanth Neel, KGF is a two-part thriller flick set in the Kolar Gold Fields. The film traces the journey of Rocky, who becomes the messiah of the masses. The second part stars Yash, Sanjay Dutt, Raveena Tandon, Srinidhi Shetty and Prakash Raj in key roles. Produced by Hombale Films, KGF 1 and 2 released in theatres in five languages.",2022-04-14
34,Rohit Sharma rewards Suryakumar for his performance against PBKS,"Suryakumar Yadav has been in stupendous form in recent times, although his team, Mumbai Indians (MI), have strained to find their feet in the 2022 Indian Premier League (IPL). After returning from an injury layoff, the right-hander has struck form right from the word go. Despite missing MI's first two matches in the tournament, he is their second-highest run-scorer.Yadav has notched 163 runs in three games at an average of 81.50 and a strike rate of 158.25. After getting two back-to-back fifties against the Kolkata Knight Riders (KKR) and Royal Challengers Bangalore (RCB), he churned out a handy performance against the Punjab Kings (PBKS) as well. On Wednesday, April 13, Yadav scored 43 off 30 balls with one four and four sixes.Until he was there in the middle with the bat at the MCA Stadium, MI had a decent chance of chasing down 198. But once he holed out to Odean Smith off Kagiso Rabada in the penultimate over of the run-chase, the Mumbai-based team went down the hill briskly. With their fifth defeat in a row, Rohit Sharma and Co. stayed at the bottom of the points table.Skipper Rohit, in the meantime, didn't forget to reward Yadav although the latter's knock came in a losing cause. Mayank Agarwal won the official Player of the Match award for his 32-ball 52 and taking two important catches. But the 34-year-old Rohit gave Suryakumar a POTM badge inside the MI dressing room.Yadav walked up to his skipper, who attached a badge to his jersey. The official Instagram handle of the five-time IPL champions posted a video of the same on social media. Yadav has been a fulcrum of the MI batting lineup for the last five seasons and has been scoring runs for them on a consistent basis.A post shared by Mumbai Indians (@mumbaiindians)",2022-04-14
35,Thiruvananthapuram: Special CBI Court announces life term for accused in Shyamal Mandal murder case ,"A Special Court of the Central Bureau of Investigation (CBI) has convicted the accused named Mohammed Ali and announced a life imprisonment sentence in the 2005 murder case of Shyamal Mandal.The court also charged the accused with a fee of over Rs 10 lakh, out of which, 4 lakh each will be given to the mother and the father of the deceased.For the unversed, Mandal, an engineering student, was abducted and murdered 17 years ago by Ali. Mandal was reported to be missing on October 13, 2005, and after that, the parents received a ransom call.While the parents did pay the ransom of Rs 10 lakh, Mandal was killed and his body was found in a sack near the bushes in Kovalam.In 2008, the CBI took over the case and started the investigation. A charge sheet was filed against the accused on 28 October 2010, after the investigation was completed.The Trial Court found the accused to be guilty and convicted him.",2022-04-14
36,IPL 2022 | Is this the end of the road for Mumbai Indians?,"Mumbai Indians are slow starters, and there is no escaping that fact even in the 15th edition of the Indian Premier League. However, this year’s been a little different.Mumbai Indians have equalled their worst start in the tournament and you would have to go way back to 2014 to find a Mumbai side this hapless. 5 losses in a trot, one of the worst run-leaking machines in the 10-team mega season and an unsettled XI, non-performing senior players; Mumbai are currently dealing with a huge stack of problems.However, they are after all Mumbai Indians. Back in 2014, Mumbai won seven out of their remaining nine matches to storm into the playoffs, only to be beaten by Chennai Super Kings. But they reached the playoffs nonetheless.Can Mumbai repeat that magic? Do they have enough firepower in their gut to stage another comeback? The questions loom large.After their loss against Punjab Kings, head coach Mahela Jayawardene was found ruing the lack of Jofra Archer in this line-up.""...obviously, one of the best bowlers that we've bought in the auction is Jof (Jofra Archer) Jof is not here. So it is tough when you are in that kind of situation, but we are trying to see how best we can manage,”said the Sri Lankan.The inclusion of Archer solves a lot of problems for Indians. A big hitter at #8 after Kieron Pollard, a furious enforcer with the ball throughout the 20 overs but Mumbai cannot escape the fact that they knew very well that Jofra was not going to be available this time around.The team has tried to make do with the likes of Daniel Sams and Tymall Mills, but that has not quite come off. Sams has the second worst (placed 71st out of 72 bowlers) economy rate this season, among players who have bowled at least 4 overs this season. He has been leaking at the rate of 12.63 from three matches, while Mills is placed at 52nd with 9.71 RPO.At the moment, with the likes of Basil Thampi, Jayadev Unadkat in the line-up, bowling seems to be a major point of concern. The fact that Kieron Pollard has bowled just 7 overs in his 5 matches, is baffling, considering he is synonymous with Mumbai’s exploits in the final overs through the years.MI have not come out with anything about any injury, but it would not be long that people start asking about it.Mumbai sacrificed their batting depth against Punjab Kings to keep a check on their poor economy record. It did not help as Mayank Agarwal’s side went on to make the highest total (199) against Mumbai this season, surpassing Rajasthan Royals, 193 from MI’s second game.With a thin batting line-up marshalled by youngsters Dewald Brevis and Tilak Verma, Mumbai were put under immediate pressure after losing both their openers inside five overs. Ishan Kishan has been kept quiet for the most part after his blistering start in the first game and sooner or later the price tag argument will be floated up in the public, if it hasn’t already.Rohit Sharma’s form is concerning for both MI and India but the coach has backed his captain, stating that the prolific opener is hitting the ball very well and it is a matter of time before he converts.Mumbai have a tremendous bench waiting to be given a chance in the line-up. The easiest possible fix for strengthening all departments is to push Fabian Allen into the line-up. Allen is a blistering lower order batsman, can bowl handy off spin and is regarded as one of the best fielders in world cricket. If Pollard is not feeling it at the moment, then a direct swap can be made. But dropping Pollard from a T20 side is as big a call as it gets in world cricket.The second and the more sustainable change is to play Tim David, the Singaporean-Australian cricketer, who is more classical in nature, but has the output of a power hitter. David has one of the best records against spinners in the T20 format and has proved his abilities across the world playing the franchise format.Mumbai Indians are at a stage where they have nothing to lose. For them, this is a good space, a familiar territory where they shine. If it were Chennai Super Kings, they would probably stick with their team and back the players till they get back in form.Mumbai on the other hand are known for their flexibility and their trust on data. Even till a few years back, an off form Rohit Sharma could drop down in the middle order to have in form players a go. That’s one way to go about it, with Suryakumar Yadav batting above Tilak Verma and Brevis, taking in more time to play the anchor role. If that is the case, Mumbai have to include either Fabian Allen or Tim David depending on what they want aside from a strong finisher. Allen obviously offers a 3-D perspective, but David is stronger with the bat.MI have a lot to figure out as matches come thick and fast, and there is no way other than fixing their best XI suiting their strengths. The clear and obvious problem is the lack of depth in the batting order and their run leaking bowling machine that needs someone to rise up to the occasion apart from Jasprit Bumrah.Will Mumbai once again win seven out of nine to storm into the playoffs? That’s for another day, but for now it is about taking one game at a time.",2022-04-14
37,"8-year-old raped in Rajasthan's Jhunjhunu, neighbour held","An 8-year-old was raped by her neighbour, Karuva Sarki, a Kathmandu native, who had been living in a haveli in Ward No 8 of Jhunjhunu.He lured the child to his room with chocolate and raped her.The accused lived with his son and daughter-in-law, who were in Nepal at the time of the incident. His grandchildren, who also lived with him, were not at home.The victim was alone at home with her younger sister who was asleep and their parents had gone to work.The accused, who was called “dada” by the child, called the girl to his room where he raped her. Later, she told her mother about the incident, who then filed a case at the police station.Soon after, the accused was arrested from his place.A potency test was also done on the accused by a team of three doctors at the BDK Hospital.The accused, who admitted to the crime and asked for forgiveness, was produced in court and has been sent to judicial custody. Further investigation is underway.READ MORE: Patna: 22-year-old man shot dead, police suspect old enmityREAD MORE: South African national held with 3.9 kg heroin worth Rs 24 crore at Mumbai airportREAD MORE: Lucknow Police launches new app to curb crime and accidents | Details",2022-04-14
38,"Karnataka suicide case: Surjewala, Shivakumar held during protest against minister","Congress leaders Randeep Surjewala, DK Shivakumar and Siddaramaiah and other party workers were arrested on Thursday, April 14, for staging a protest, demanding the removal of KS Eshwarappa from the Karnataka government. They were first detained and later placed under arrest on the way to Karnataka CM Basavaraj Bommai’s residence where they planned to stage a massive agitation.ALSO READ | Eshwarappa to be sacked? BJP top brass to decide fate of 'corrupt' Karnataka ministerRural Development and Panchayati Raj minister KS Eshwarappa has been accused of corruption that allegedly led to the suicide of civil contractor Santosh Patil. Allegations of corruption against Eshwarappa gained steam after Patil was found dead in a lodge.Prima facie, it seems Patil killed himself. Before his death, Patil allegedly sent a WhatsApp message to his friends stating his intention to take his life and blaming Eshwarappa for the extreme step. Patil’s body was TAKEN TO HIS Belagavi home on Thursday after autopsy.WATCH | Contractor death case: Time for Bommai to focus on governance?In his WhatsApp message, Patil directly blamed Eshwarappa for his death. “Eshwarappa is responsible for my death. He has to be punished. I've suppressed all my desires and [am] doing this. I request PM, CM and Yediyurappa to take care of my family,” Patil purportedly wrote in the WhatsApp message.A few weeks ago, Patil wrote a letter addressed to Prime Minister Narendra Modi, in which he alleged that Eshwarappa had not cleared outstanding bills due to him. He accused the BJP leader of lies, corruption and irregularities, and urged PM Modi to direct Eshwarappa to settle his bills.WATCH | Karnataka contractor death case: BJP's skeletons out in the open? The Congress is now trying to corner the BJP-led government in the state over the issue. It alleged that Eshwarappa demanded 40% ‘cut-money’ for the contractual works in his department.Eshwarappa, however, has denied all the allegations and has maintained that he did not know Patil and had never even met him. Karnataka CM Basavaraj Bommai on Thursday said that an inquiry was being conducted but told the Congress that it had no ‘moral right’ to protest as there had been several murders under the Grand Old Party.Congress leader Nasir Hussain said that the party would approach the President of India if the Karnataka Government, PM Narendra Modi and Home Minister Amit Shah did not take steps to sack and arrest Eshwarappa.",2022-04-14
39,Khaane mein kya hai? Ranbir-Alia's wedding menu revealed,"In the next few hours, Ranbir Kapoor and Alia Bhatt will exchange wedding vows with each other. Ahead of their much-awaited wedding, IndiaToday.in has been bringing you exclusive details about the couple's wedding. And now we have exclusively got information about Ranbir and Alia's wedding food menu. A source close to the couple has divulged exclusive details about the food menu to IndiaToday.inThe source exclusively informed us that the food preparation is currently on. There are both veg and non-Veg food items for the guests at Ranbir and Alia's wedding. The vegetation menu includes dal makhni, rice, paneer tikka and chapati. On the other hand, the non-vegetarian menu includes chicken, mutton and tanoori food items. Our source also mentioned that special chefs have been called from Delhi for the food preparation.Meanwhile, Ranbir and Alia will be making their first appearance as husband and wife after 7pm today, April 14. This will be their first interaction with the media post marriage.",2022-04-14
40,"After Yash's KGF Chapter 2, will there be part 3? ","Yash's long-pending KGF: Chapter 2, directed by Prashanth Neel, graced the cinemas worldwide on April 14. The film has been receiving overwhelming responses from the critics and audiences alike. The post-credits scene shows that there's a sequel (KGF: Chapter 3) that's coming our way. After watching the film, many fans started trending the hashtag #KGF3 on Twitter.KGF: Chapter 2's shooting and release were postponed several times due to the novel coronavirus pandemic. However, the makers remained patient for over 3.5 years to complete the second part. Now, their wait has paid off as the film is receiving rave reviews.As KGF: Chapter 2 hit the screens today, the post-credits scene had a special surprise for fans. The scene hinted at a possible sequel and it was met with hoots and whistles in theatres across the globe. Soon, fans of Yash and KGF franchise started trending the hashtag #KGF3 on Twitter.Here are some reactions:#KGFChapter1 - Pan South film#KGFChapter2 - Pan India film#KGFChapter3 - Pan World filmBring it on! Soon in worldwide #KGF2 #PrashanthNeel#Yash #SanjayDutt #KGFreview#KGF2onApr14 #Salaarglimpse #Salaar #Prabhas #YashBOSS #KGF3 #KGFChapter2review #KGF2FDFS pic.twitter.com/oX77FZ5QCvWaiting #KGF3 @TheNameIsYashGoosebumps #KGFChapter2 pic.twitter.com/hitHsjEhAWKGF REVIEW#KGF1 : #KGF2 : #KGF3 : Loading... pic.twitter.com/xbV2Wgz3qYThe Way the shown hint for #KGF3 in end credits sceneLiterally Goosebumps vasthai #KGF2Can't Forgot This Moment #KGFChapter2 FDFS In @VettriTheatres !!! Waiting For #KGF3 pic.twitter.com/zbKRe8uXEVDirected by Prashanth Neel, KGF is a two-part thriller flick set in the Kolar Gold Fields. The film traces the journey of Rocky, who becomes the messiah of the masses. The second part stars Yash, Sanjay Dutt, Raveena Tandon, Srinidhi Shetty and Prakash Raj in key roles. Produced by Hombale Films, KGF 1 and 2 released in theatres in five languages.",2022-04-14
41,Rohit Sharma rewards Suryakumar for his performance against PBKS,"Suryakumar Yadav has been in stupendous form in recent times, although his team, Mumbai Indians (MI), have strained to find their feet in the 2022 Indian Premier League (IPL). After returning from an injury layoff, the right-hander has struck form right from the word go. Despite missing MI's first two matches in the tournament, he is their second-highest run-scorer.Yadav has notched 163 runs in three games at an average of 81.50 and a strike rate of 158.25. After getting two back-to-back fifties against the Kolkata Knight Riders (KKR) and Royal Challengers Bangalore (RCB), he churned out a handy performance against the Punjab Kings (PBKS) as well. On Wednesday, April 13, Yadav scored 43 off 30 balls with one four and four sixes.Until he was there in the middle with the bat at the MCA Stadium, MI had a decent chance of chasing down 198. But once he holed out to Odean Smith off Kagiso Rabada in the penultimate over of the run-chase, the Mumbai-based team went down the hill briskly. With their fifth defeat in a row, Rohit Sharma and Co. stayed at the bottom of the points table.Skipper Rohit, in the meantime, didn't forget to reward Yadav although the latter's knock came in a losing cause. Mayank Agarwal won the official Player of the Match award for his 32-ball 52 and taking two important catches. But the 34-year-old Rohit gave Suryakumar a POTM badge inside the MI dressing room.Yadav walked up to his skipper, who attached a badge to his jersey. The official Instagram handle of the five-time IPL champions posted a video of the same on social media. Yadav has been a fulcrum of the MI batting lineup for the last five seasons and has been scoring runs for them on a consistent basis.A post shared by Mumbai Indians (@mumbaiindians)",2022-04-14
42,Thiruvananthapuram: Special CBI Court announces life term for accused in Shyamal Mandal murder case ,"A Special Court of the Central Bureau of Investigation (CBI) has convicted the accused named Mohammed Ali and announced a life imprisonment sentence in the 2005 murder case of Shyamal Mandal.The court also charged the accused with a fee of over Rs 10 lakh, out of which, 4 lakh each will be given to the mother and the father of the deceased.For the unversed, Mandal, an engineering student, was abducted and murdered 17 years ago by Ali. Mandal was reported to be missing on October 13, 2005, and after that, the parents received a ransom call.While the parents did pay the ransom of Rs 10 lakh, Mandal was killed and his body was found in a sack near the bushes in Kovalam.In 2008, the CBI took over the case and started the investigation. A charge sheet was filed against the accused on 28 October 2010, after the investigation was completed.The Trial Court found the accused to be guilty and convicted him.",2022-04-14
43,IPL 2022 | Is this the end of the road for Mumbai Indians?,"Mumbai Indians are slow starters, and there is no escaping that fact even in the 15th edition of the Indian Premier League. However, this year’s been a little different.Mumbai Indians have equalled their worst start in the tournament and you would have to go way back to 2014 to find a Mumbai side this hapless. 5 losses in a trot, one of the worst run-leaking machines in the 10-team mega season and an unsettled XI, non-performing senior players; Mumbai are currently dealing with a huge stack of problems.However, they are after all Mumbai Indians. Back in 2014, Mumbai won seven out of their remaining nine matches to storm into the playoffs, only to be beaten by Chennai Super Kings. But they reached the playoffs nonetheless.Can Mumbai repeat that magic? Do they have enough firepower in their gut to stage another comeback? The questions loom large.After their loss against Punjab Kings, head coach Mahela Jayawardene was found ruing the lack of Jofra Archer in this line-up.""...obviously, one of the best bowlers that we've bought in the auction is Jof (Jofra Archer) Jof is not here. So it is tough when you are in that kind of situation, but we are trying to see how best we can manage,”said the Sri Lankan.The inclusion of Archer solves a lot of problems for Indians. A big hitter at #8 after Kieron Pollard, a furious enforcer with the ball throughout the 20 overs but Mumbai cannot escape the fact that they knew very well that Jofra was not going to be available this time around.The team has tried to make do with the likes of Daniel Sams and Tymall Mills, but that has not quite come off. Sams has the second worst (placed 71st out of 72 bowlers) economy rate this season, among players who have bowled at least 4 overs this season. He has been leaking at the rate of 12.63 from three matches, while Mills is placed at 52nd with 9.71 RPO.At the moment, with the likes of Basil Thampi, Jayadev Unadkat in the line-up, bowling seems to be a major point of concern. The fact that Kieron Pollard has bowled just 7 overs in his 5 matches, is baffling, considering he is synonymous with Mumbai’s exploits in the final overs through the years.MI have not come out with anything about any injury, but it would not be long that people start asking about it.Mumbai sacrificed their batting depth against Punjab Kings to keep a check on their poor economy record. It did not help as Mayank Agarwal’s side went on to make the highest total (199) against Mumbai this season, surpassing Rajasthan Royals, 193 from MI’s second game.With a thin batting line-up marshalled by youngsters Dewald Brevis and Tilak Verma, Mumbai were put under immediate pressure after losing both their openers inside five overs. Ishan Kishan has been kept quiet for the most part after his blistering start in the first game and sooner or later the price tag argument will be floated up in the public, if it hasn’t already.Rohit Sharma’s form is concerning for both MI and India but the coach has backed his captain, stating that the prolific opener is hitting the ball very well and it is a matter of time before he converts.Mumbai have a tremendous bench waiting to be given a chance in the line-up. The easiest possible fix for strengthening all departments is to push Fabian Allen into the line-up. Allen is a blistering lower order batsman, can bowl handy off spin and is regarded as one of the best fielders in world cricket. If Pollard is not feeling it at the moment, then a direct swap can be made. But dropping Pollard from a T20 side is as big a call as it gets in world cricket.The second and the more sustainable change is to play Tim David, the Singaporean-Australian cricketer, who is more classical in nature, but has the output of a power hitter. David has one of the best records against spinners in the T20 format and has proved his abilities across the world playing the franchise format.Mumbai Indians are at a stage where they have nothing to lose. For them, this is a good space, a familiar territory where they shine. If it were Chennai Super Kings, they would probably stick with their team and back the players till they get back in form.Mumbai on the other hand are known for their flexibility and their trust on data. Even till a few years back, an off form Rohit Sharma could drop down in the middle order to have in form players a go. That’s one way to go about it, with Suryakumar Yadav batting above Tilak Verma and Brevis, taking in more time to play the anchor role. If that is the case, Mumbai have to include either Fabian Allen or Tim David depending on what they want aside from a strong finisher. Allen obviously offers a 3-D perspective, but David is stronger with the bat.MI have a lot to figure out as matches come thick and fast, and there is no way other than fixing their best XI suiting their strengths. The clear and obvious problem is the lack of depth in the batting order and their run leaking bowling machine that needs someone to rise up to the occasion apart from Jasprit Bumrah.Will Mumbai once again win seven out of nine to storm into the playoffs? That’s for another day, but for now it is about taking one game at a time.",2022-04-14
44,Hyderabad Police detains 18-year-old student for vandalising Congress leader Hanumantha Rao’s car | Video,"An 18-year-old hotel management student was detained by Hyderabad Police for vandalising the car of senior Congress leader and former minister V Hanumantha Rao. The man, in an inebriated condition, smashed the former minister’s car, which was parked outside his Ameerpet residence.CCTV visuals show the 18-year-old man, who is a native of UP’s Bareilly, vandalising the parked car by bashing it repeatedly and even breaking the windows.The accused is a neighbour of the senior Congress leader and had been staying for 6 months with his friends. He had vandalised the car in an inebriated condition.The 73-year-old former Rajya Sabha MP blamed the incident on the lack of security and claimed that he had filed a complaint with the Director General of Police (DGP) about threatening calls to him. However, no protection was provided for him, said the Congress leader.Telangana Congress president and MP Revant Reddy also strongly condemned the attack on Hanumantha Rao's house.He spoke to Hanumantha Rao on the phone and inquired about the details. He alleged that peace and security in Telangana were deteriorating daily. He also demanded police security for the former Rajya Sabha MP, Hanumantha Rao.Also Read: Six killed, 13 hurt after blast at chemical factory in Andhra Pradesh",2022-04-14
45,"As inflation rate soars in India, take a look at situation in US, UK, China, Pakistan","Price rises of essential commodities, vegetables, edible oil and petroleum products have hit common people as inflation rate in India skyrocketted in recent times.However, India is not the only country that has been witnessing rising inflation. Developed nations such as the US, the UK, and China are also grappling with spiralling commodity prices. While India's neighbours Pakistan and Sri Lanka are encountering the worst economic crisis, South Korea is also facing the issue of inflation.Price rises and inflation rates raised concerns during the Covid-19 pandemic, but the ongoing Russia-Ukraine war has complicated the situation as several countries across the world are facing worsening supply bottlenecks.Retail inflation soared to a 17-month high of 6.95 per cent in March. This is the third consecutive month that inflation remained above the 6 per cent mark. The previous high at 7.61 per cent was recorded in October 2020.The Consumer Price Index (CPI) based inflation rose mainly on account of rising prices of essential food items like 'oils and fats', vegetables and protein-rich items such as 'meat and fish'.Retail inflation tracked by the CPI measures the changes in prices from a retail buyer's perspective.Last week, the Reserve Bank of India (RBI) raised the retail inflation target for the current financial year to 5.7 per cent even as it expected the prices of cereals and pulses to soften on prospects of good winter crop harvest. In its earlier policy review in February, the RBI had projected retail inflation to be at 4.5 per cent in 2022-23.""Global food prices along with metal prices have hardened significantly. Economy is grappling with a sharp rise in inflation... Inflation is now projected at 5.7 per cent in 2022-23 with Q1 at 6.3 per cent; Q2 at 5 per cent; Q3 at 5.4 per cent and Q4 at 5.1 per cent,"" RBI Governor Shaktikanta Das said while unveiling the first monetary policy review for the NEW fiscal year.Consumer prices in the UK rose at the fastest pace in 30 years last month, fuelled by soaring prices for household energy and motor fuels, the Associated Press (AP) reported, quoting government statistics agency data.Inflation rate in the UK accelerated to 7 per cent in the 12 months through March, the highest annual rate since March 1992, the Office for National Statistics said. The US Labour Department said that its consumer price index jumped 8.5 per cent last month.The UK faces what economists say will be the biggest drop in living standards since the mid-1950s as rocketing energy costs, rising food prices and tax increases overshadow rising wages.Prices will continue to rise after Britain's energy regulator authorised a 54 per cent increase in gas and electricity bills for millions of households that took effect in April.China's factory-gate and consumer prices rose faster than expected in March as Russia's invasion of Ukraine, persistent supply chain bottlenecks and production snags caused by local Covid flare-ups added to commodity cost pressures, according to a Reuters report.While China's Consumer Price Index (CPI) rose 1.5 per cent in March against 0.9 per cent in February, the Producer Price Index (PPI) was at 8.3 per cent in March, Reuters reported.Inflation has soared over the past year at its fastest pace in more than 40 years in the US, with costs for food, gasoline, housing and other necessities squeezing American consumers and wiping out the pay raises that many people have received, according to an AP report.The Labour Department said Tuesday that its consumer price index jumped 8.5 per cent in March from 12 months earlier — the biggest year-over-year increase since December 1981.Prices have been driven up by bottlenecked supply chains, robust consumer demand and disruptions to global food and energy markets worsened by Russia's war against Ukraine.Even before Russia's war further spurred price increases, robust consumer spending, steady pay raises and chronic supply shortages had sent US consumer inflation to its highest level in four decades.In addition, housing costs, which make up about a third of the consumer price index, have escalated, a trend that seems unlikely to reverse anytime soon.Economists point out that as the economy has emerged from the depths of the pandemic, consumers have been gradually broadening their spending beyond goods to include more services.A result is that high inflation, which at first had reflected mainly a shortage of goods — from cars and furniture to electronics and sports equipment — has been emerging in services, too, like travel, health care and entertainment.Pakistan is witnessing political turmoil even as its economic situation continues to deteriorate. Inflation rate was 12.7 per cent in March, up from 12.2 per cent in February 2022.Sri Lanka has plunged into its worst economic crisis that has led to protests across the country and put President Gotabaya Rajapaksa under mounting pressure to resign. Inflation hit 18.7 per cent in March.Several South Asian countries have been grappling with supply bottlenecks leading to rising commodity prices, and vulnerabilities in financial sectors.South Korea's consumer prices rose at their fastest pace in more than a decade in March as the Ukraine war fuelled surging energy and commodity costs. The consumer price index (CPI) for March rose 4.1 per cent from a year earlier, official data showed on Tuesday, the fastest increase since December 2011.ALSO READ | LIC IPO date, price, size details, discounts: All you need to know",2022-04-14
46,Lucknow Police launches new app to curb crime and accidents | Details,"The Yogi government has geared up to curb the crime rate in Uttar Pradesh. Lucknow Police Commissioner DK Thakur launched a crime and accident app on Wednesday which will serve the purpose of having complete information about criminal cases in all police station areas.Every police station will have all the information regarding criminals on this app.In this app, the ratio of criminals and accidents or the details of criminals can be easily accessed through the map system. The police will be able to keep the details of the criminals and collect other necessary information.Talking about the app, Thakur said, ‘’Lucknow Police has launched 'Criminal and Accident' app in order to curb crime in the state. In this app, all the five zones of Lucknow Commissionerate will have information about every small and big crimes happening in the nearby areas. The details of every crime mentioned in the police stations will also be recorded in this application.’’",2022-04-14
