ArticleId,Headline,Description,Date
46,"Rohit elated after India's series sweep: We have enjoyed it, crowd makes it more special","The bodies of two men who had gone missing from Nanukhedi village one and a half months ago, were recovered from a well in Rajasthan's Chhabra Baran on Sunday evening.The matter has been reported in the Bapcha police station area.The family of the deceased has alleged that the two men have been murdered. Meanwhile, the son of one of the deceased has also accused three people of killing his father.Murari Meena, a resident of Nanukhedi, said that his father Ghanshyam Meena (60) and Ramnarayan Meena (55) had been missing since January 25. He alleged that it was on the same day that three brothers, identified as Ramesh, Motaram, Kaluram Meena, all residents of Nayagaon Bhanwar, came to his house looking for his father and threatened them for his safety.It was on February 18 that the wife of the deceased, Mangi Bai, filed a missing complaint about her husband, raising doubts on the three people.It was on Sunday that villagers who went to cut mustard in Hafizpura's Maal discovered the dead bodies in the well, following which both were identified as Ghanshyam Meena and Ramnarayan.Meanwhile, SHO Nand Singh said police are awaiting the medical reports of the deceased, following which an investigation will be carried out further into the case.(With inputs from Ram Mehta)READ MORE| Bhopal: Missing for 12 days, man found dead in pond",2022-03-14
47,"SAD leaders hold brainstorming session, blame AAP wave for debacle in Punjab polls ","Alexander Zverev was knocked out as early as the 2nd round of the Indian Wells Masters as he lost to lower-ranked Tommy Paul of the United States on Sunday. Zverev lost 2-6, 6-4, 6-7 (2) despite leading 4-2 in the decidder.World No. 3 Zverev's poor form continued as the German star has not made the business end of tournaments barring the ATP 250 event in Montpellier in February. Zverev, who was ousted in the Round of 16 at Australian Open, was defaulted in Acapulco for attacking the chair of the chair umpire.""I started well, I came to the net a ton and put a lot of pressure on his serve,"" Paul said in an on-court interview.""He started serving really well there in the second set and even into the third, but I got kind of lucky there when I got down a break. We'll always take those,"" he said with a laugh.Next up for Paul is a third-round clash with Alex de Minaur, who defeated fellow Australian John Millman 7-6(4) 6-3.MURRAY OUSTEDEarlier in the day, big-serving Alexander Bublik got revenge against Andy Murray, beating the former world number one 7-6(9) 6-3 to notch his first win over the Scot in three career meetings.Bublik won the first set tiebreak to seize the momentum and pounded his way to the finish line as Murray was unable to convert any of his six break-point opportunities.The Kazakhstani sealed the win with a deft drop shot on match point that Murray was unable to reach.Bublik stood and joined the crowd in applauding the three-time major champion, who claimed his 700th career win on Friday, as he walked off the court.Murray, who defeated Bublik in straight sets in Rotterdam in February, was left to wonder what might have been.""Obviously in the tiebreak both of us had some chances, but in the first set I certainly created more opportunities and I didn't take them,"" Murray said.",2022-03-14
48,Five-time Gujarat Congress MLA Anil Joshiyara succumbs to Covid,"Police have booked two gym trainers after a youth contracted a urinary tract infection after taking a cardiac stimulant injection on their advice in Indore. The two gym trainers allegedly advised the youth to administer the wrong injection as he wanted to gain weight and increase his stamina. The incident was reported from Anoop Nagar locality in Indore under M.I.G police station limits.According to MIG police station-in-charge, Ajay Kumar Verma, a 20-year-old client, a resident of Champa Bagh, has accused Sonu Khan and Rayees Khan, the trainers of Anoop Nagar gym. The victim in his complaint alleged that after taking the injection, he started having severe pain and burning sensation while urinating within a few hours. They had administered an injection to the complainant for weight gain.According to the victim, the accused had prescribed prohibited injections due to which his condition deteriorated. The accused have been booked under the relevant sections of the Indian Penal Code (IPC) and for violating the provisions of the Indian Medical Act.Earlier, a woman from Banganga filed a police complaint against the duo for administering a wrong injection following which she started experiencing side-effects. The woman had alleged that she had experienced physical discomforts and her feet swelled after taking the injection.ALSO READ| 25-year-old woman sedated, raped in Indore; 3 heldALSO READ| Indore: ASI among 3 cops suspended for thrashing man on street",2022-03-14
49,Five-time Gujarat Congress MLA Anil Joshiyara succumbs to Covid,"India legend Kapil Dev heaped rich praise on Ravindra Jadeja after the star all-rounder's impressive performance in a massive win over Sri Lanka in the 1st Test of the two-match series at Mohali. Lauding the star all-rounder, Kapil explained why he loves Jadeja's game among the younger crop of cricketers in the modern era.Notably, Jadeja returned to the No.1 spot in the ICC Test Rankings for all-rounders after his historic all-round performance in India's massive win over Sri Lanka in the first of a 2-Test series in Mohali.Ravindra Jadeja hit 175 not out in India's first innings, his highest Test score, as he broke Kapil Dev's record for the most runs scored at No. 7 for India in Tests. He returned to pick up 9 wickets, including a 5-wicket haul in the first innings, as India won by an innings and 222 runs in Mohali.""I love Ravindra Jadeja's game among the new cricketers because he plays without pressure. He enjoys cricket. That’s why he is good at bowling as well as batting. He also does a great job in fielding. I believe that nothing can be done properly under pressure. If you take pressure on the field of cricket, then your performance will be bad,"" Kapil Dev said while inaugurating North India's first fully active joint replacement Robot at Sarvodaya Hospital in Faridabad.""I can proudly say that Chepauk is one of the grounds where I never failed,"" Kapil, who played 131 Tests, added.Kapil Dev was speaking during the inauguration of the ‘Joint Replacement Robot’ at Sarvodaya Hospital in Faridabad.""It is absolutely amazing to see such high-end Robotic Medical Technology in the state of Haryana. I am sure it will immensely benefit patients in the entire region who require critical surgery, such as a total knee replacement with optimum outcomes,"" he said.",2022-03-14
50,"IND v SL: Learning from past mistakes, Pant seeks to keep improving","After sweeping the 2022 Assembly election in Uttar Pradesh, the BJP now has to select its new cabinet in the state.According to sources, the cabinet will be formed keeping in mind the 2024 Lok Sabha election. It is likely that more Scheduled Caste (SC) and Other Backward Classes (OBC) MLAs will be included in the cabinet. Sources told India Today that the BJP is aiming to strike a balance between caste and regional representation in the new cabinet. Additionally, women may also find greater representation in the state cabinet.Sources said that the BJP government will avoid including MLAs with “questionable” reputation in the cabinet. Also, party leader Suresh Khanna has good chances of being made the Speaker of the Assembly while the stature of Uttar Pradesh BJP chief Swatantra Dev Singh is likely to increase.There are likely to be three deputy chief ministers and around four dozen ministers in the cabinet.Here’s a list of MLAs likely to be part of Yogi Adityanath’s new cabinet in Uttar Pradesh:Keshav Prasad MauryaDinesh SharmaSwatantra Dev SinghBrajesh PathakJai Pratap SinghGopal TandonSiddharth Nath SinghShrikant SharmaSurya Pratap ShahiBipin VermaSandeep Singh LodhiDharampal LodhiBhupendra ChowdharyAseem ArunRajeshwar SinghRamapati ShastriSatish MahanaAshish Patel (Apna Dal)Sanjay Nishad (Nishad party)Mohsin RazaHere’s a list of potential newcomers in Yogi Adityanath’s cabinet, catalogued caste-wise.GujjarTejpal NagarVirender SinghJatLaxmi NarayanRajesh ChaudharyYogesh DhamaJatavBaby Rani MauryaAseem ArunGS DharmeshAjit Pal TyagiThakurDayashankar SinghKunwar Brajesh SinghAditi SinghRajeev SinghALSO READ: Why Priyanka Gandhi's 'ladki hoon, lad sakti hoon' pitch fell flat in UP | AnalysisALSO READ: Dalit deputy CM, fresh faces in cabinet: What new BJP govt in UP may look like",2022-03-14
51,5 theories surrounding Ranbir Kapoor and Alia Bhatt's much-awaited wedding,"A gold snatching incident took place in Vasundhara where a miscreant on a bike snatched a gold chain from the neck of a woman.The whole incident was captured on CCTV camera. It came as a shock as the police did not register an FIR. The victim spent two days requesting the police to register her complaint.As per CCTV footage, the biker was wearing a blue colour helmet while inspecting the whole area for few minutes.A lady was standing outside her house with a kid near a park when the snatcher came and snatched the gold chain.Police is investigating the case.",2022-03-14
52,Haryana roadways employees stage protest against privatization in Chandigarh ,"Trust an outfit with a dramatic trail to ensure you win all the eyeballs! That’s the mantra several Bollywood divas swore by as they marked their presence at an awards ceremony held in Mumbai on Sunday night. From Kiara Advani and Kriti Sanon to Taapsee Pannu and Ananya Panday, actresses made heads turn in ogle-worthy gowns.Read on as we take you through their glam looks in stunning train outfits.ANANYA PANDAYAnanya Panday opted for a black lace gown from the label Aadnevik. The halter-neck ensemble featured a short length in the front but came with a voguish tulle trail at the back. She tied her hair in an eccentric braid and rocked minimal makeup. She ditched accessories to let her outfit do all the talking.KIARA ADVANIThe Shershaah actress kept it blingy in an all-sequinned gown for the night. She slipped into a dazzling yellow slip dress with a thigh-high slit. A minimal yet striking floor-sweeping train added to the glam quotient of her look.She styled the look with glass-finished makeup accentuated with strong brows, nude lips and beaming highlighter. Her quirky braided hairdo deserves your attention as well.KRITI SANONKriti Sanon wreaked high-octane drama at the event as she turned up in an extravagant lilac gown with a ruffle-tulle train. She channelled her inner Cinderella in a princessy creation from Atelier Zuhra. Her gown featured a strapless embellished bodice followed by lilac-hued ruffles and ended with an ogle-worthy trail.TAAPSEE PANNUTaapsee Pannu made a striking appearance in a fuschia gown from the label Zara Umrigar. She looked like a vision to behold in the sleeveless beaded gown with a floral train flowing at the back. She styled the look with a pair of dazzling earrings and kept the hair off her face.Whose look did you like the best?ALSO READ: Suhana Khan to Alia Bhatt, 5 celeb-approved white lehengas for upcoming summer weddingsALSO READ: Shibani Dandekar to Katrina Kaif, how celebrity brides slayed their wedding looks with dramatic veils",2022-03-14
53,Made-in-India fifth generation fighter jet to get Centre’s nod soon,"The Sensex and Nifty continued their winning runs on Monday, extending gains from last week, as oil prices declined on hopes of progress in Russia-Ukraine peace talks.While the benchmark S&P BSE Sensex had gained 1.19 per cent or 660.31 points to 55,838.88, the blue-chip NSE Nifty 50 index was up 0.97 per cent or 162.10 points at 16,684.Most stock markets in Asia firmed while oil prices extended last week's decline after both Russia and Ukraine gave their most upbeat assessment yet of prospects for talks.""The single most important variable to track is crude, which has been on the softer side,"" said Pankaj Pandey, head of retail research at ICICI Securities in Mumbai, as per Reuters report.India is the world's third biggest oil importer and consumer, and is thus susceptible to high inflation if oil prices rise.""The decline in crude from the recent high... indicates that the feared high inflation may not materialise,"" said V K Vijayakumar, chief investment strategist at Geojit Financial Services, the Reuters report.The Nifty Bank Index gained 1 per cent, helped by HDFC Bank, which added 2.3 per cent after saying on Saturday that the central bank had lifted restrictions on some of its activities under its digital programme.Among individual stocks, digital payments company Paytm slid 10.7 per cent, after the central bank barred Paytm Payments Bank from taking on new customers and ordered a comprehensive audit of its IT systems.Jubilant FoodWorks, the Indian franchise partner of Domino's Pizza fell as much as 14.7 per cent. The company's top boss resigned on Friday.ALSO READ | IPO valuations, listings under Sebi scanner | Top points",2022-03-14
54,Man held for links with Lashkar module in UP's Deoband,"South Africa pulled off their highest-ever run chase at the Women's World Cup as they stunned defending champions England in a last-over thriller at the Bay Oval in Mount Maunganui on Monday. Chasing 236, South Africa rode on Laura Wolvaardt's 77 and handy contributions from captain Sune Luus to get past the finish line with 4 deliveries and 3 wickets to spare.All-rounder Marizanne Kapp was the star for South Africa on Monday as she picked up 5 wickets and hit a quickfire 32 to make sure they continued their perfect record at the World Cup.This was also only the 2nd win for South Africa against England at the Women's World Cup with their previous victory coming 22 years ago at the 2000 World Cup in New Zealand.It was a fascinating day at the Women's World Cup as Bangladesh registered their first-ever victory in the history of the tournament, beating Pakistan earlier in the day.#TeamSouthAfrica win a thrillerTheir unbeaten run in the tournament continues, as #TeamEngland remain winless. #CWC22 pic.twitter.com/4M2zQgumTOL, L, L: NOT LOOKING GOOD FOR ENGLANDIt's not looking good for defending champions England who have become the first side to lose 3 matches on the trot after winning the trophy in the previous edition. England are rooted to the 7th spot, one above Pakistan, as their campaign is in danger of coming to an early end after defeats to Australia, West Indies and South Africa.On the other hand, Luus's South African side are on a roll, having won their first 3 matches at the Women's World Cup. They are at the 2nd spot on the points table, tied at 6 points with Australia. India are at the 2nd spot with 4 points from 3 matches.BRIEF SCORESSouth Africa 236/7 in 49.2 overs (Wolvaardt 77, Luus 36; Shrubsole 2/34) beat England 235/9 in 50 overs (Beaumont 62; Kapp 5/45, Klass 2/23) by 3 wickets.",2022-03-14
55,Sikhs can now carry Kirpans within airports,"Humans have had an impact on Earth. This impact is now visible in the form of climate change, global warming, rising sea temperatures, and extreme weather events. In research that catalogs over 80,000 plant species, scientists have found that most of them, over 20,000, will go extinct thanks to their minimal usefulness to humans.The study that categorises plant species worldwide finds that on this human-dominated planet, many more species of plants are poised to “lose” rather than “win.” Researchers suggest that In a rapidly changing world, species may tolerate shifting conditions, adapt, or migrate to new habitats. Species that benefit humankind may have an additional advantage of survival.""Those that cannot tolerate, adapt, migrate, or prove useful will be the ultimate losers in the Anthropocene and may become extinct,"" the report states. The findings of the study have been published in a paper in Plants People Planet, classifying a significant portion of plant species as winners or losers.Naturalist Charles Darwin, in his theory of evolution, has proposed that evolution works on the theory of survival of the fittest. This means that individuals in a population, or community, are more likely to survive if they are fit in a genetic sense. The new study working on similar lines indicates that human choices now largely dictate the environmental conditions across much of the globe and, as a result, species of plants and animals can survive or will go extinct.""Species lucky enough to be directly or indirectly aided by human activities are likely to survive and can be thought of as “winners,” while those that are pushed to ecological irrelevance or extinction by those same activities are the ultimate “losers” in evolutionary terms,"" researchers at the Smithsonian said in a statement.Researchers place 86,592 species of vascular plants—a large group of plants that have vascular tissue that transport water, nutrients, and other substances—into the eight categories that describe their prospects for survival. These categories include winners useful to humans and winners not useful to humans, losers useful to humans and losers not useful to humans, and currently neutral species.""The results suggest that currently, many more species are losers than winners and that if the tentative winners and potential losers realize their projected trajectories, losers in the future will continue to greatly outnumber future winners,"" the paper read.John Kress, botany curator emeritus at the Smithsonian’s National Museum of Natural History, who led the study said that 86,592 species might sound a large number but it is actually just under 30% of the nearly 300,000 known species of vascular plants. Kress and Krupnick categorized 20,293 species of plants as losers, with the vast majority of those losing species being identified as not useful to humans. By contrast, the researchers found just 6,913 species of winners, with all but 164 of those species having some human use.“Now and in the future, plants have to adapt to the environment humans have created or they will go extinct. Our results suggest that this means the plant communities of the future will be more homogenized than those of today,” Gary Krupnick, head of the museum’s plant conservation unit said in a statement.Changing climate and environmental conditions due to human activities is set to put in motion several triggers that will be highly challenging for plant and animal species to adapt to, hinting at more extinctions in the future to come.",2022-03-14
56,"Rahul ji, your grandmother felt differently, says Vivek Agnihotri on Kashmir Files row","Panic gripped the Amroha district of Uttar Pradesh after a naked body of a 25-year-old woman was found at her home in Kharpari under Adampur police station limits. The husband of the deceased alleged that his wife was raped and murdered. Police have registered an FIR against the unidentified suspects after the body of the woman was found at her home.The incident took place on Sunday night and came to the fore when the husband, Dheer Singh, had left home to water the fields. When he returned, he kept knocking at the door, waiting for his wife to open the door, but in vain. When the woman failed to open the door despite knocking for long, the man grew suspicious and went to his neighbour's terrace to see whether she was alright or not.He found his wife's naked body on the floor lying in a pool of blood. By the time Singh managed to get inside the house, his wife had died. A complaint has been lodged by the deceased's husband and the body has been sent to the district hospital for post-mortem.Deputy Superintendent of police, Satish Chandra Pandey, said that a naked body of a woman was found in Amroha and a complaint was filed by the husband of the deceased. The complainant alleged that his wife was raped and murdered.""It is not possible to comment on whether she was raped before the murder as we are awaiting the post mortem report for confirmation, police said. ""We are investigating the matter thoroughly and the accused will be arrested soon,"" he said.ALSO READ| Madhya Pradesh: Video of mob sexually molesting women in public goes viral; FIR lodgedALSO READ| 15-year-old girl gang-raped in Rajasthan's Churu; six booked",2022-03-14
57,"4-storey building collapses in Delhi’s Kashmere Gate area, 8 rescued","In a heartbreaking video, a 17-year-old girl and her 15-year-old sister were seen crying their hearts out in a video stating that they had been ostracised by their village members for reporting a sexual assault case against her, pleading with the Chief Minister Stalin to take action and save them.The sisters also mentioned that police in Mahabalipuram Police station were of no help and that even though they promised the girls security, none was provided. They also alleged that a group of men supporting the accused were torturing them.In the video, the two women can be heard sobbing while narrating a woeful tale of ostracization and abandonment. The girls also allege that they were harassed if they even stepped out of their house.“We are scared to leave the house. Men torture and harass us if we step outside. We would rather immolate ourselves than suffer this,” said the girl in the video.Also Read: Wild jumbo in TN’s Pollachi pushes car into bushes with man trapped inside | VideoThe sisters also stated that they are unable to bare the torture and might die soon. The 17-year-old girl had reported about her uncle’s son sexually assaulting her, which had led to the villagers taking a stand against her family ostracising them.The sisters also stated that they are being harassed even while walking on the road and that if she continues with her complaint, they would burn their house down.As the video went viral, police registered a complaint, and Chengalpattu SP Aravindhan also tweeted, requesting the general public to not share the video on social media platforms as a Protection of Children from Sexual Offences (POCSO) case had been registered and the video would reveal the identity of the minor.Further investigations are underway.Also Read: Right-wing organisation man murdered in Tamil Nadu, two party members arrested",2022-03-14
58,‘IIM Alumni' tag on milk packet stirs online debate. Here’s what Twitter has to say,"Covid vaccination for children aged 12-14 will begin from March 16 as the government extends its vaccination policy.The kids will be jabbed with Corvbevax, informed Union Health Minister Mansukh Mandaviya.!16 12 13 13 1460+60+""Also, everyone aged 60+ will now be able to get precaution doses. I urge the families of children and people aged over 60 to get them vaccinated,"" he tweeted.Vaccination slots for children aged 15-18 were opened in January 2022. Over 40 lakh children in the 15 to 18 age group were administered the Covid-19 vaccine on the first day of the vaccination drive.India began its Covid-19 vaccination a year ago. Covaxin and ZyCoV-1 were in consideration for the vaccination of children aged 15-18 in India. Covaxin, manufactured by Bharat Biotech, is the same vaccine that is used for the inoculation of adults.ZyCoC-1, developed by Zydus Cadila, is a new vaccine and full vaccination comprises three doses. However, on the CoWin app, only Covaxin is shown as an available shot for kids.",2022-03-14
59,Esha Deol opens up on reuniting with Ajay Devgn in Rudra,"The Russia-Ukraine war has been going on for 19 days now. Over 2.6 million people have fled from Ukraine, according to a UN tally. As many as 35 people were killed in air strikes on a military base in Lviv on Sunday, March 13. Amid this, an old video of Shah Rukh Khan speaking on the damages of war is going viral now. Shared on Instagram, the video shows SRK talking about the 'futility, sadness and loneliness' of war.Shah Rukh Khan's video talking about the futility of war has found new relevance among social media users now. Fans can aptly relate it to the ongoing Russia-Ukraine war. In the viral video, SRK is heard saying, ""Only the dead have seen the end of war. Nobody knows when a war is going to end. It only ends for the guys who have died. So there is a lot of futility in war.""The actor adds, ""There is a lot of sadness in war. There's a lot of loneliness in war. And whatever the reasons anyone gives for it, good, bad, ugly, revenge, nice strong, need of the hour - the fact is that war is not nice. War is not an alternative to peace and goodness. War is not an alternative to love, discussion, talks or even tiffs. War is not something that anyone should go in for.""Check out the video below:A post shared by SRK 1000 FACES (@srk1000faces)Shah Rukh Khan is making a comeback to Bollywood after Zero, which was released in 2018. The actor recently shared the teaser of Pathaan on Twitter and wrote, ""I know it’s late But remember the date Pathaan time starts now See you in cinemas on 25th January, 2023. Releasing in Hindi, Tamil and Telugu. Celebrate #Pathaan with #YRF50 only at a big screen near you (sic)."" In the teaser, John Abraham and Deepika Padukone introduce SRK.I know it’s late But remember the date Pathaan time starts nowSee you in cinemas on 25th January, 2023.Releasing in Hindi, Tamil and Telugu.Celebrate #Pathaan with #YRF50 only at a big screen near you. @deepikapadukone |@TheJohnAbraham | #SiddharthAnand | @yrf pic.twitter.com/dm30yLDfF7The film will be released in Hindi, Tamil and Telugu.ALSO READ | Salman Khan confirms Shah Rukh Khan's Pathan will come before Tiger 3ALSO READ | New pic of Shah Rukh Khan going viral on the Internet. Is it from Pathan sets?",2022-03-14
60,UP govt orders officials to refund fines collected from CAA protestors at their doors,"In Chennai’s Avadi, two men were found dead on Saturday night at OCF ground, few metres away from the Avadi ACP office.The deceased, Azaruddin (30) of Gowripet near Avadi, a fish vendor, and Sundar (30) of the same locality, an auto driver, were found by police.The investigation by Avadi Tank Factory police revealed that the gang led by the main suspect, Manikandan, wanted to eliminate their friends, who had stripped and filmed Manikandan two weeks ago and threatened him to part with Rs 1 lakh not to leak the video on social media.Sundar is survived by his wife and two children, on the other hand, Azaruddin’s wife is an expectant mother.The duo were friends. Avadi Tank Factory police have secured and have launched a hunt for Manikandan.",2022-03-14
61,"Qayamat Se Qayamat Tak to Dangal, 10 best films of Aamir Khan. On Monday Masala","With the arrest of three Punjab-based firearms traffickers, Delhi Police busted an interstate illegal firearms syndicate who sourced arms and ammunitions from Madhya Pradesh and further supplied them in Delhi NCR and Punjab. Police also recovered nine semi-automatic pistols of .32 and 12 live cartridges from the accused's possession.Meanwhile, the arrested men have been identified as Subham aka Guddu, Vijay Bhan and Abhishek Rai.The trio had been involved in firearms trafficking in Delhi NCR and Punjab for the last two years and had already supplied 300 firearms in Delhi NCR. They used to get a supply of arms and ammunition from a notorious arms manufacturer/supplier of Khargone in Madhya Pradesh, following which they used to supply the same in Punjab and Delhi NCR regions.In pursuit of the constant drive launched by the Special Cell against the illegal firearms traffickers in Delhi NCR involved in procuring weapons from Sendhwa, Khargone, Dhar and Burhanpur (MP) and further supplying them in Delhi NCR and adjoining states, concerted efforts were being made to identify the members of these syndicates.On March 11, police received information that Shubham aka Guddu would reach Mayur Vihar's Samachar Apartment bus stand to deliver the supply of firearms and ammunition to one of his contacts in Delhi, namely Vijay Bhan.Acting on a tip-off, a police team led by Inspector Ishwar Singh under the supervision of ACP Attar Singh laid a trap near the aforesaid bus stand. It was in the afternoon that both Shubham and Vijay were overpowered by the police team while exchanging a packet.During further searches, five semi-automatic pistols of .32 and 10 live cartridges were recovered from Shubham's bag, whereas three semi-automatic pistols of .32 bore were recovered from the packet held by him.Meanwhile, a case under section 25(8) of the Arms (Amendment) Act, 2019 was registered in the matter.Soon, Abhishek Rai, another accused, was also arrested in Ludhiana on March 13.Jasmeet Singh DCP Special Cell said ""During the interrogation, Shubham disclosed that he had received the supply of recovered pistols and cartridges from an arms manufacturer-cum-supplier from MP on the directions of Abhishek Rai.It was about two years ago that an arms supplier from MP contacted Abhishek and lured him to indulge in arms trafficking in Punjab and assured him a non-stop supply of firearms, following which he started indulging in arms trafficking in Punjab.He used to send money to the bank account of arms supplier through net banking.READ MORE| Delhi Police busts interstate illegal firearms syndicate; one arrested",2022-03-14
62,Experts divided as Centre announces vaccines for 12-14 age group,"South Korean boy band Bangtan Sonyeondan (BTS) has made a permanent place in the hearts of many across the globe. Each of the members of the septet have a huge fanbase and if you’re an army you probably have your own “bias” too. But no one can deny that the eldest member of BTS, Kim Seokjin, is a chalta-firta entertainment package!Jin makes sure to show the ARMYs all his love and even dresses up in cute attires to make the fans smile. On December 4 last year, which happened to be Jin’s birthday, he released a fun solo track titled Super Tuna.Within days, the song hit a million views and Jin’s adorable dance moves added to the popularity of the song. The track is about Jin’s love for fishing.Take a look:In a recent interview with Weverse magazine, Jin shared some information about the Super Tuna song and how it came to being. Along with his producer BUMZU, Jin had gone fishing where he got the idea of composing a fun song related to the sport.“I did actually want to make a fishing song, but it was really an excuse to go fishing with BUMZU. We went after I suggested to the label that the two of us fishing would make for good content,” Jin told Weverse.Apparently, the whole process of composing only took 5 minutes as Jin and BUMZU chalked out the lyrics as well as genre while fishing.“I wanted ARMY to listen to the song and have fun laughing as they watched me, and in the end I’m just happy they liked it. I had fun just watching them enjoy the song and knowing they liked it. That was enough for me,” Jin added.The song currently has over 57 million views and tons of reactions. Netizens even started a Super Tuna challenge on Instagram that now has thousands of dance reels.A post shared by CCDance (@ccdance_hk)A post shared by worldwide handsome (@jinbase)A post shared by jaz (@jazco.vers)BTS consists of 7 members- RM, Jin, J-Hope, Suga, Jimin, V and Jungkook. The band recently wrapped up their three-day Permission To Dance- On Stage concert at Seoul Olympic Stadium.ALSO READ | Teletubbies groove to Super Tuna song by BTS’s Jin in viral video. Internet hearts itALSO READ | BTS dancing to Allu Arjun’s Pushpa song Oo Antava is the best mashup viral video on the Internet today. Watch",2022-03-14
63,Guwahati: Man arrested for involvement in interstate petrol pump robberies,"After the results of the Assembly elections in Uttar Pradesh, Uttarakhand, Goa, Manipur and Punjab were declared last week, the Congress Working Committee held a five-hour-long meeting on Sunday. The Congress did not manage to perform well in any of the five states.At this meeting of the party’s highest executive authority, 52 top Congress leaders, including those from the ‘G23’ group of dissenters, discussed how to revive the grand old party.According to sources, Rahul Gandhi said that the party should have a clear-cut strategy on fighting elections.A party member present at the meeting told India Today, “Rahul ji said we must be clear what our aim is and what we will deliver to the people. We need different strategies for different states. BJP is fighting the elections for vested interests, we are fighting the traditional India way, he said. We should fight as a party not as candidates. We, as Congress party, follow principles of Mahatma Gandhi, Nehru, Patel and we fight for the nation as a whole, whereas certain political parties are fighting for their specific goals, he said.”Other issues that came up at the meeting were finding alliance partners and communication strategy, among others.According to sources, senior Congress leader Ghulam Nabi Azad said at the meet that the Congress party must find alliance partners and fix its alliance strategy. He was seconded by senior leader Mukul Wasnik who added that the party must reach out to like-minded opposition parties.On the other hand, when asked what went wrong in Goa, state in-charge Dinesh Gundu Rao said in an exclusive interview with India Today, “It was TMC and AAP that cut our votes.”Tripura in-charge Ajoy Kumar said, “Whether it’s AAP or TMC, they are B team of BJP. If you see, they attack BJP only when there is an election. Else, at the national level, they don’t speak. Only Rahul Gandhi speaks against BJP. Congress is the only party that takes the BJP head on. But we will correct our mistakes.”The issue of alleged EVM malpractice was raised at the meet by Leader of Opposition Mallikarjun Kharge, senior leader Digvijay Singh and Chhattisgarh CM Bhupesh Baghel.While Kharge said the party should seriously think about these issues, Baghel asked what the next course of action in the matter should be.Booth management was also discussed at the meeting. Party leaders contemplated on how to convert popular sentiment into votes.Priyanka Gandhi narrated her experience of leading the poll campaign in Uttar Pradesh and senior leader Mukul Wasnik said the main priority now should be to strengthen booths, sources said.It has been learnt that it was Rajasthan CM Ashok Gehlot who proposed that a “Chintan Shivir” be held in Rajasthan after Parliament’s budget session is over.In the CWC’s statement, it was declared that detailed deliberations on the party’s strategy for upcoming elections would be held at a Chintan Shivir (contemplation meet) of senior leaders immediately after the current Parliament session.Before the Chintan Shivir, the CWC will meet again to discuss matters to be taken up.A number of leaders said that the party’s social media strategy needs to be reworked.",2022-03-14
64,"IND v SL: Bumrah, Iyer and Pant star as India win 15th successive home Test series","After the humiliating defeat in five state assembly polls, thousands gathered in Telangana for a Congress rally against the K Chandrashekar Rao (KCR) government.Telangana Congress chief and Malkajgiri MP A Revanth Reddy on Sunday participated in a mega rally in Kolhapur, which is almost 150 km from Hyderabad and falls under Nagar Kurnool district of Telangana.The state congress unit chief lashed out at the Telangana Rashtra Samithi (TRS)-led state government as well as the Modi-led union government.Revanth Reddy alleged that CM KCR was dancing to the tunes of the political strategist Prashanth Kishore. He also questioned the circumstances in which CM KCR was rushed to hospital and it was published.He further expressed doubt whether it was planned to gain ‘sympathy’.Addressing the party’s ‘Mana Ooru Mana Poru’ rally, the Congress chief promised to create 2 lakh jobs in the state if voted to power.He also announced that he would visit all 119 constituencies in the state to ensure the victory of the party in the next assembly election which is scheduled in 2023.He requested everyone to vote for Congress to ensure the development of the state and said, “Wait for 12 more months and we will come to power and resolve all the problems of Telangana.”Also Read: Tamil Nadu minor sisters sexually assaulted, face heckling, threats from villagersAlso Read: Wild jumbo in TN’s Pollachi pushes car into bushes with man trapped inside | Video",2022-03-14
65,Retail inflation in India rises to 6.07% in February,"A video has gone viral on social media for all the right reasons. The video shows otters crossing a busy Singapore road with the help of police. The video was reportedly taken on a multilane road outside Singapore’s presidential palace. Vehicles stopped for their safe passage as a policeman guarded the otters while they crossed the road.The video was also shared by Singapore Prime Minister Lee Hsien Loong. He also thanked the Istana staff for assisting the animals. “Our local otters have been dropping in on the Istana. Appreciate the care by Istana staff, @nparksbuzz, @SingaporePolice and members of public to help them co-exist with us safely in our urban environment, e.g. crossing the road safely (sic),” the Prime Minister wrote sharing the video.Watch the video here:Our local otters have been dropping in on the Istana. Appreciate the care by Istana staff, @nparksbuzz, @SingaporePolice and members of public to help them co-exist with us safely in our urban environment, e.g. crossing the road safely. LHL https://t.co/H8jGiAmTLB pic.twitter.com/j0lzTZIiyUNetizens also lauded the policemen for this heartwarming gesture. See some of the comments below:Really it's very amazing. We Need to take care when see the like this situation..wow so cute, i love this otters. really lovelyVery niceIt does a great job.I respedGreat Job...Cute familySuper pic.twitter.com/b1MG9rlCqEWhat do you think about this video? Tell us in the comments section below.ALSO READ| Viral video of little school girl dancing to Kacha Badam will kill your Monday blues. WatchALSO READ| ITBP personnel play kabaddi in snow-capped mountains of Himachal Pradesh. Watch viral video",2022-03-14
